contig	superkingdom	phylum	class	order	family	genus	species
contig_406	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_408	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_4081	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_4097	Phage	NA	NA	Caudovirales	Podoviridae	Cepunavirus	not classified
contig_411	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_412	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_4128	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	not classified
contig_4133	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	Escherichia virus ECB2
contig_4145	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	not classified
contig_4171	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	not classified
contig_4195	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_4196	Phage	NA	NA	Caudovirales	Podoviridae	NA	Caudovirales sp. ctOwN3
contig_4205	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_4230	Phage	NA	NA	Caudovirales	Podoviridae	Teseptimavirus	not classified
contig_4235	Phage	NA	NA	Caudovirales	Podoviridae	Cepunavirus	not classified
contig_4260	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_4266	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_4276	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_4311	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_4314	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_4329	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_4344	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_438	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_4393	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_4398	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	Klebsiella phage KpCHEMY26
contig_4427	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_4447	Phage	NA	NA	Caudovirales	Podoviridae	NA	Lactococcus virus KSY1
contig_4469	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	not classified
contig_4540	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	Escherichia virus ECB2
contig_4541	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_4542	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	not classified
contig_4560	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_4564	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_4596	Phage	NA	NA	Caudovirales	Podoviridae	NA	Citrobacter phage CVT22
contig_4604	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_4606	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	not classified
contig_461	Phage	NA	NA	Caudovirales	Podoviridae	Zindervirus	not classified
contig_4612	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_4613	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_4619	Phage	NA	NA	Caudovirales	Podoviridae	NA	Podoviridae sp. ctjc_2
contig_463	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_4641	Phage	NA	NA	Caudovirales	Podoviridae	NA	Podoviridae sp. ctbd591
contig_4671	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_4713	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_4741	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_4769	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_4794	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_4816	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	Escherichia virus ECB2
contig_484	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_4840	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_4872	Phage	NA	NA	Caudovirales	Podoviridae	Phimunavirus	not classified
contig_4886	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_4904	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	not classified
contig_4926	Phage	NA	NA	Caudovirales	Podoviridae	NA	Citrobacter phage CVT22
contig_4928	Phage	NA	NA	Caudovirales	Podoviridae	NA	Lactococcus virus KSY1
contig_493	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_4931	Phage	NA	NA	Caudovirales	Podoviridae	Johnsonvirus	not classified
contig_4950	Phage	NA	NA	Caudovirales	Podoviridae	NA	Bacteroides phage crAss001
contig_4996	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_5016	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_5018	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_5025	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_5026	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_5030	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_5031	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_5063	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_5065	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_507	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_5074	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_5120	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_5132	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_5169	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_5178	Phage	NA	NA	Caudovirales	Podoviridae	Johnsonvirus	not classified
contig_518	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_5199	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_5206	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_5209	Phage	NA	NA	Caudovirales	Podoviridae	NA	Citrobacter phage CVT22
contig_521	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_5229	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_5239	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_5244	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_5248	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_529	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_5380	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_5396	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_5405	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_5426	Phage	NA	NA	Caudovirales	Podoviridae	NA	Cronobacter phage vB_CsaP_Ss1
contig_543	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_5437	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_5440	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_5444	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	Klebsiella phage KOX5
contig_5446	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_5461	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	not classified
contig_5466	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_547	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_5494	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	Klebsiella phage VLC4
contig_5498	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_5521	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_5531	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	Klebsiella phage KPN3
contig_5574	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_5598	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_5601	Phage	NA	NA	Caudovirales	Podoviridae	NA	CrAssphage sp.
contig_5612	Phage	NA	NA	Caudovirales	Podoviridae	NA	Bacteroides phage crAss001
contig_5625	Phage	NA	NA	Caudovirales	Podoviridae	Phimunavirus	not classified
contig_5636	Phage	NA	NA	Caudovirales	Podoviridae	Cepunavirus	not classified
contig_5664	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_5681	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_5694	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_5701	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_5708	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_571	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_5730	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	Klebsiella phage KPV811
contig_5751	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_5769	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	Klebsiella phage KPN3
contig_5786	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_579	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_5818	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_584	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_5840	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_5852	Phage	NA	NA	Caudovirales	Podoviridae	Phimunavirus	not classified
contig_5856	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_5858	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_5875	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_5918	Phage	NA	NA	Caudovirales	Podoviridae	Cepunavirus	not classified
contig_5930	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_5938	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_5940	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_597	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_5984	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_5991	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_600	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_6005	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_6031	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_604	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_6042	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_6051	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	Klebsiella phage AltoGao
contig_6059	Phage	NA	NA	Caudovirales	Podoviridae	Cepunavirus	not classified
contig_6075	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_6076	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	not classified
contig_6085	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_6086	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_6087	Phage	NA	NA	Caudovirales	Podoviridae	Cepunavirus	not classified
contig_6092	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_6099	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_610	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_6115	Phage	NA	NA	Caudovirales	Podoviridae	Zindervirus	not classified
contig_6119	Phage	NA	NA	Caudovirales	Podoviridae	Johnsonvirus	not classified
contig_6130	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_6148	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_6155	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Escherichia virus IME11
contig_6162	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_617	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	not classified
contig_6170	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_6188	Phage	NA	NA	Caudovirales	Podoviridae	NA	Lactococcus virus KSY1
contig_6197	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_6207	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_6212	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_6218	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_6223	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_6227	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_6251	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	not classified
contig_6267	Phage	NA	NA	Caudovirales	Podoviridae	NA	Citrobacter phage CVT22
contig_6270	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_6287	Phage	NA	NA	Caudovirales	Podoviridae	NA	Bacteroides phage crAss001
contig_629	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	not classified
contig_630	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	not classified
contig_6302	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	Klebsiella phage AltoGao
contig_6381	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_639	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_6391	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_6409	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	Klebsiella phage KpCHEMY26
contig_6448	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_645	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	not classified
contig_6450	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_6456	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	not classified
contig_6467	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_6469	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_6487	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_6488	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_6523	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_6552	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	Escherichia virus ECB2
contig_6571	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_6578	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_659	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_6603	Phage	NA	NA	Caudovirales	Podoviridae	Phimunavirus	not classified
contig_6611	Phage	NA	NA	Caudovirales	Podoviridae	NA	Freshwater phage uvFW-CGR-AMD-COM-C440
contig_6620	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_6634	Phage	NA	NA	Caudovirales	Podoviridae	NA	Citrobacter phage CVT22
contig_6640	Phage	NA	NA	Caudovirales	Podoviridae	Phimunavirus	not classified
contig_6642	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_6649	Phage	NA	NA	Caudovirales	Podoviridae	NA	Bacteroides phage crAss001
contig_6667	Phage	NA	NA	Caudovirales	Podoviridae	NA	Citrobacter phage CVT22
contig_6683	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_6692	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_6694	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	not classified
contig_6700	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_6703	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_6725	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_6740	Phage	NA	NA	Caudovirales	Podoviridae	NA	Citrobacter phage CVT22
contig_6746	Phage	NA	NA	Caudovirales	Podoviridae	Cepunavirus	Streptococcus virus Cp7
contig_6755	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_6766	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_6771	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_6777	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_6783	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	Klebsiella phage Pylas
contig_6785	Phage	NA	NA	Caudovirales	Podoviridae	NA	Lactococcus virus KSY1
contig_6788	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	not classified
contig_687	Phage	NA	NA	Caudovirales	Podoviridae	NA	Bacteroides phage crAss001
contig_6877	Phage	NA	NA	Caudovirales	Podoviridae	NA	Bacteroides phage crAss001
contig_688	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_6902	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_6910	Phage	NA	NA	Caudovirales	Podoviridae	Zindervirus	not classified
contig_6920	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_6927	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_6949	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_695	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_6951	Phage	NA	NA	Caudovirales	Podoviridae	NA	Bacteroides phage crAss001
contig_6958	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_6963	Phage	NA	NA	Caudovirales	Podoviridae	NA	Bacteroides phage crAss001
contig_6974	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_6981	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_6996	Phage	NA	NA	Caudovirales	Podoviridae	NA	Bacteroides phage crAss001
contig_6999	Phage	NA	NA	Caudovirales	Podoviridae	Zindervirus	not classified
contig_7015	Phage	NA	NA	Caudovirales	Podoviridae	NA	Lactococcus virus KSY1
contig_7018	Phage	NA	NA	Caudovirales	Podoviridae	Zindervirus	not classified
contig_7031	Phage	NA	NA	Caudovirales	Podoviridae	NA	Bacteroides phage crAss001
contig_7042	Phage	NA	NA	Caudovirales	Podoviridae	NA	CrAssphage sp.
contig_7051	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_7065	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_7076	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_714	Phage	NA	NA	Caudovirales	Podoviridae	NA	Bacteroides phage crAss001
contig_7153	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_7163	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_7185	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_7193	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_7197	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_7200	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_7206	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_7223	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_7263	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_733	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_751	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_760	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_766	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_775	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_784	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_806	Phage	NA	NA	Caudovirales	Podoviridae	Cepunavirus	not classified
contig_807	Phage	NA	NA	Caudovirales	Podoviridae	Cepunavirus	not classified
